Line # ,id_code,fileName,x_localID,x_edhID,x_hispEpID,x_tmID,province,place_name_calc,geo_coords_calc,date_range_start,date_range_start_cert,date_range_end,date_range_end_cert,language,text_markup,text_canonical
20,1000464,173f9ce.xml,EDCS-12000508,,,477868,Aquitania,Bourges,47.082892 2.396579,0,0,0,0,Latin,D(is) M(anibus) | Adna|meti,dis manibvs adnameti
21,1000472,175750ac.xml,EDCS-10400884,,,476208,Aquitania,Bordeaux,44.837368 -0.576144,201,1,300,1,Latin,(1) D(is) M(anibus) (2) et m(em)ori(a)e | Cornelia Dic() pon|endum curavit | defunctus annorum [,dis manibvs et memoriae cornelia dic ponendvm cvravit defvnctvs annorvm
22,1000473,1758e23d.xml,EDCS-56100938,,,469451,Aquitania,Sainte-Enimie,44.366298 3.410475,0,0,0,0,Latin,D(is) M(anibus),dis manibvs
23,1000496,17ad1c22.xml,EDCS-10400811,,,476136,Aquitania,Bordeaux,44.837368 -0.576144,71,1,230,1,Latin,D(is) M(anibus) | Calenus | pictor,dis manibvs calenvs pictor
24,1000543,18683e19.xml,EDCS-20500269,HD047663,,207886,Aquitania,Bordeaux,44.837368 -0.576144,201,1,300,1,Latin,D(is) M(anibus) | et m(em)ori(a)e Iulio | Q(u)into d(e)f(unc)to | an(n)o(rum) XXI POS | POS CVN,dis manibvs et memoriae ivlio qvinto defvncto annorvm xxi pos pos cvn
25,1000548,188531c2.xml,EDCS-10400446,,,475773,Aquitania,Saint-Bertrand-de-Comminges,43.027741 0.573521,0,0,0,0,Latin,D(is(?)) M(anibus(?)),dis manibvs
26,1000553,189100b9.xml,EDCS-10400765,,,476089,Aquitania,Bordeaux,44.837368 -0.576144,180,1,220,1,Latin,D(is) M(anibus) | Aur<e=I>lius | Summ(us) mili|les IIIII (H)em<e=I>(se)|noor(um) civis M|(o)ensiacus((?)) | vixit an<n=V>o(s) XXXIII de suo | sibi fecit co<m=N>m(ilitones) p(onendum) c(uraverunt),dis manibvs avrelivs svmmvs mililes iiiii hemesenoorvm civis moensiacvs vixit annos xxxiii de svo sibi fecit commilitones ponendvm cvravervnt
27,1000614,198562c1.xml,EDCS-10500169,,,476826,Aquitania,Bourges,47.082892 2.396579,0,0,0,0,Latin,D(is) M(anibus) | Tetrici[,dis manibvs tetrici
28,1000649,1a208469.xml,EDCS-10500342,,,476992,Aquitania,Salagnac,46.175641 1.633101,0,0,0,0,Latin,D(is) M(anibus) et | m(emoriae) Carigo | Daeti|va ponen|dum cu|ravit,dis manibvs et memoriae carigo daetiva ponendvm cvravit
29,1000651,1a29da45.xml,HD014740,HD014740,,207720,Aquitania,Bourges,47.082892 2.396579,0,0,0,0,Latin,D(is) M(anibus) et memoriae | NICA|RIVM S((?)),dis manibvs et memoriae nicarivm s
30,1000656,1a39fda5.xml,HD010678,HD010678,,207651,Aquitania,Bourges,47.082892 2.396579,0,0,0,0,Latin,D(is) M(anibus) | Solinus,dis manibvs solinvs
31,1000658,1a42a98b.xml,EDCS-10400813,HD017017,,207749,Aquitania,Bordeaux,44.837368 -0.576144,151,1,180,1,Latin,(1) D(is) M(anibus) (2) M(arco) Se() Amabili scu(lptori) (3) Amandus frater | curavit,dis manibvs marco se amabili scvlptori amandvs frater cvravit
32,1000674,1a7e6bb7.xml,EDCS-09202280,,,440770,Aquitania,Gajan,43.896953 4.216317,0,0,0,0,Latin,D(is) M(anibus) | Q(uinti) Pompei | Chresimi | Pompeia patri,dis manibvs qvinti pompei chresimi pompeia patri
33,1000692,1ac38a8c.xml,EDCS-10500292,,,476943,Aquitania,Limoges,45.833619 1.261105,0,0,0,0,Latin,D(is) M(anibus) et m(emoriae) | T(iti) Proculei | Irenaei | Caes(ius(?)) Pacatus | pater et sibi | suisq(ue) viv(u)s p(osuit),dis manibvs et memoriae titi procvlei irenaei caesivs pacatvs pater et sibi svisqve vivvs posvit
34,1000734,1b731d3a.xml,EDCS-10401248,,,476612,Aquitania,Saintes,45.744175 -0.633389,0,0,0,0,Latin,D(is) M(anibus) | Divixta | Divixti | fil(ia) filio|lo Fron|tonis marito sic,dis manibvs divixta divixti filia filiolo frontonis marito
35,1000773,1c0991a0.xml,EDCS-10500172,,,476829,Aquitania,Bourges,47.082892 2.396579,0,0,0,0,Latin,D(is) M(anibus) Tota,dis manibvs tota
36,1000774,1c157198.xml,EDCS-46600801,,,466489,Aquitania,Bourges,47.082892 2.396579,0,0,0,0,Latin,(1) D(is) M(anibus) (2) Ma[---]iu | AELM[,dis manibvs maiv aelm
37,1000775,1c164e2a.xml,EDCS-10500104,,,476765,Aquitania,Bourges,47.082892 2.396579,0,0,0,0,Latin,D(is) M(anibus) | Domnea,dis manibvs domnea
38,1000789,1c49131d.xml,HD049680,HD049680,,207919,Aquitania,Azereix,43.209917 -0.009981,0,0,0,0,Latin,E B D M R [.] S L M,e b d m r s l m
39,1000816,1ca13b16.xml,EDCS-12000520,,,477879,Aquitania,Bourges,47.082892 2.396579,0,0,0,0,Latin,D(is) M(anibus) | Ceria|lis,dis manibvs cerialis
40,1000824,1cbc8450.xml,HD014737,HD014737,,207719,Aquitania,Bourges,47.082892 2.396579,0,0,0,0,Latin,(1) D(is) M(anibus) (2) et m(emoriae) Regini Coc(c)ei an(norum) XXVIII,dis manibvs et memoriae regini coccei annorvm xxviii
41,1000831,1cd8b070.xml,EDCS-10400723,,,476048,Aquitania,Saint-Puy,43.876799 0.461683,71,1,100,1,Latin,D(is) M(anibus) | Acbeni Amabilli fil(ii) | et Laevinae | Aucasi fil(iae) uxsori(s) s(uae) | viv<u=O>s fecit in suo((?)) | ]IDI[,dis manibvs acbeni amabilli filii et laevinae avcasi filiae vxsoris svae vivvs fecit in svo idi
42,1000843,1cff7b3f.xml,EDCS-10400787,,,476112,Aquitania,Bordeaux,44.837368 -0.576144,176,1,220,1,Latin,D(is) M(anibus) | Fl(avio) Polliano Eburio me|dico defuncto anno|rum XXXVI Valeria coniux | ponendum curavit,dis manibvs flavio polliano ebvrio medico defvncto annorvm xxxvi valeria conivx ponendvm cvravit
43,1000863,1d3a5d93.xml,EDCS-10500347,,,476996,Aquitania,La Souterraine,46.239087 1.482986,0,0,0,0,Latin,Dis Manibus et memoriae Paulli|ni fili(i) item memoriae Paullini | patris item Nertaci avi Nert|acus vivus pos(uit),dis manibvs et memoriae pavllini filii item memoriae pavllini patris item nertaci avi nertacvs vivvs posvit
44,1000905,1dd2b483.xml,HD050259,HD050259,,207945,Aquitania,Bourges,47.082892 2.396579,0,0,0,0,Latin,D(is) M(anibus) Regalis,dis manibvs regalis
45,1000917,1e2227a6.xml,EDCS-10500316,,,476966,Aquitania,Limoges,45.833619 1.261105,0,0,0,0,Latin,D(is) M(anibus) | et m(emoriae) | Sulpic(iae) | Reginae | Sulpi(cius) Regenus | pater et Iullitta | mater vivi et sibi | posuer(unt),dis manibvs et memoriae svlpiciae reginae svlpicivs regenvs pater et ivllitta mater vivi et sibi posvervnt
46,1000949,1eb2ada6.xml,EDCS-10500108,,,476768,Aquitania,Bourges,47.082892 2.396579,0,0,0,0,Latin,D(is) M(anibus) | Floridus,dis manibvs floridvs
47,1000987,1f3b18f5.xml,EDCS-10500112,,,476772,Aquitania,Bourges,47.082892 2.396579,0,0,0,0,Latin,D(is) M(anibus) | Iul(ius) | Messor,dis manibvs ivlivs messor
48,1001022,1fc6693c.xml,EDCS-10400992,,,476314,Aquitania,Bordeaux,44.837368 -0.576144,201,1,250,1,Latin,D(is) M(anibus) | et m(em)ori|(a)e d(e)fun(ctus) | Pupius Geta|lus annos | sic m(inus) XXXXXV,dis manibvs et memoriae defvnctvs pvpivs getalvs annos minvs xxxxxv
49,1001031,1fe83f17.xml,EDCS-10500079,,,476742,Aquitania,Baugy,47.081296 2.727556,0,0,0,0,Latin,(1) D(is) M(anibus) (2) Africana,dis manibvs africana
50,1001044,2035aeb0.xml,EDCS-10400807,,,476132,Aquitania,Bordeaux,44.837368 -0.576144,1,1,300,1,Latin,D(is) M(anibus) | et memor(iae) | Val(eriae) Iullinae | coniugi Val(eri) Charid(emi) c<i=R>v(is) | n(s) | M(arcus) Val(erius) Chari|demus viv(u)s | posuit,dis manibvs et memoriae valeriae ivllinae conivgi valeri charidemi civis ns marcvs valerivs charidemvs vivvs posvit
51,1001073,20a73e35.xml,EDCS-10400772,,,476096,Aquitania,Bordeaux,44.837368 -0.576144,151,1,220,1,Latin,D(is) M(anibus) | Iul(iae) | Avitae flamin(icae) | d(e)f(unctae) an(norum) | LXVIII | Iul(ius) Avitus | matri | p(osuit),dis manibvs ivliae avitae flaminicae defvnctae annorvm lxviii ivlivs avitvs matri posvit
52,1001111,21405bfc.xml,EDCS-24500392,,,476404,Aquitania,Bordeaux,44.837368 -0.576144,1,1,300,1,Latin,D(is) M(anibus) | [,dis manibvs
53,1001160,221ab74b.xml,EDCS-10401264,,,476627,Aquitania,Saintes,45.744175 -0.633389,0,0,0,0,Latin,D(is) M(anibus) | et memor(iae) | Mariciae | Artemia | mater | p(osuit),dis manibvs et memoriae mariciae artemia mater posvit
54,1001168,22387195.xml,EDCS-10400416,,,475742,Aquitania,Saint-Bertrand-de-Comminges,43.027741 0.573521,0,0,0,0,Latin,D(is) M(anibus) | Andossici | Salisius | fil(io) pien|tissimo,dis manibvs andossici salisivs filio pientissimo
55,1001169,223a4275.xml,EDCS-10500021,,,476686,Aquitania,Poitiers,46.587417 0.342550,0,0,0,0,Latin,Ave D(is) M(anibus) | et memoriae | Iuliae Maxumil|lae sic | coniugi karissimae | animae bonae | quae vixit annis p(lus) m(inus) XXXXI | ex una domu L(uci) Iul(i) | Frontonis Cavariani | Iul(ius) Basileus maritus | posuit,ave dis manibvs et memoriae ivliae maxvmillae conivgi karissimae animae bonae qvae vixit annis plvs minvs xxxxi ex vna domv lvci ivli frontonis cavariani ivlivs basilevs maritvs posvit
56,1001180,2261b872.xml,EDCS-10401252,,,476616,Aquitania,Saintes,45.744175 -0.633389,0,0,0,0,Latin,D(is) M(anibus) | viv<u=O>s | C(aius) Iulius Aemuli Largi|nus sepulcra cum | horto maior(e) ita | uti intra cons<a=N>e|<p=I>tum et terminatu|m est cum locis sacris | aditibus mon<u=I>mentis | consecr(avit) cedunt | omnia,dis manibvs vivvs caivs ivlivs aemvli larginvs sepvlcra cvm horto maiore ita vti intra consaeptvm et terminatvm est cvm locis sacris aditibvs monvmentis consecravit cedvnt omnia
57,1001220,231af9c2.xml,EDCS-10400875,,,476199,Aquitania,Bordeaux,44.837368 -0.576144,201,1,300,1,Latin,D(is) M(anibus) | et mem|oriae | Claudia|e Contem|t(a)e d(e)f(unctae) | an(norum) XV | pater((?)) | p(onendum) c(uravit),dis manibvs et memoriae clavdiae contemtae defvnctae annorvm xv pater ponendvm cvravit
58,1001271,23cdec8.xml,EDCS-10400699,,,476024,Aquitania,Lectoure,43.934186 0.619826,0,0,0,0,Latin,D(is) M(anibus) | Lumina|tio Grego|rio morte | cita rapto | tumulum | fecere | sodales,dis manibvs lvminatio gregorio morte cita rapto tvmvlvm fecere sodales
59,1001287,23f94fc9.xml,EDCS-10401311,HD025845,,207835,Aquitania,Saintes,45.744175 -0.633389,151,1,270,1,Latin,D(is) M(anibus) et | memoriae | Otociliae | Severae | Lugudu|nensis | Martius | Aug(usti) lib(ertus) | coniugi | karissim(ae) | posuit,dis manibvs et memoriae otociliae severae lvgvdvnensis martivs avgvsti libertvs conivgi karissimae posvit
60,1001319,248a5cac.xml,EDCS-46600799,,,466486,Aquitania,Bourges,47.082892 2.396579,0,0,0,0,Latin,D(is) M(anibus) M[,dis manibvs m
61,1001330,24a102de.xml,EDCS-10500157,,,476814,Aquitania,Bourges,47.082892 2.396579,0,0,0,0,Latin,(1) D(is) M(anibus) (2) Asouna,dis manibvs asovna
62,1001361,2517b5a8.xml,EDCS-12000543,,,477900,Aquitania,Bourges,47.082892 2.396579,0,0,0,0,Latin,(1) D(is) M(anibus) (2) Martilla,dis manibvs martilla
63,1001366,251f366c.xml,EDCS-10401007,,,476329,Aquitania,Bordeaux,44.837368 -0.576144,71,1,150,1,Latin,Dis Manibus | Saturni|na Pol|itimi co|nttuber|nal<i=E>(s) p(osuit),dis manibvs satvrnina politimi conttvbernalis posvit
64,1001372,25439eef.xml,EDCS-10500164,,,476821,Aquitania,Bourges,47.082892 2.396579,0,0,0,0,Latin,(1) D(is) M(anibus) (2) Severilla,dis manibvs severilla
65,1001439,260e338d.xml,EDCS-10500513,,,477161,Aquitania,Le Puy-en-Velay,45.042768 3.882936,0,0,0,0,Latin,D(is) M(anibus) | 3 filiae((?)) dul|cissimae quae vixit an|num I menses VII dies XXXVIIII mater((?)) | faciendum curavit,dis manibvs filiae dvlcissimae qvae vixit annvm i menses vii dies xxxviiii mater faciendvm cvravit
66,1001443,2614b853.xml,EDCS-10400319,,,475649,Aquitania,Saint-Plancard,43.172071 0.575967,0,0,0,0,Latin,D(is) M(anibus) | Cuctilionia | C(ai) filia | marito ka|rissimo | pienissimo,dis manibvs cvctilionia cai filia marito karissimo pienissimo
67,1001449,26294c87.xml,EDCS-10401243,,,476607,Aquitania,Saintes,45.744175 -0.633389,0,0,0,0,Latin,D(is) M(anibus) | Cl(audiae) [---] | Amandae | mater | filiae f(ecit),dis manibvs clavdiae amandae mater filiae fecit
68,1001467,2666fc98.xml,EDCS-10400951,,,476274,Aquitania,Bordeaux,44.837368 -0.576144,0,0,0,0,Latin,D(is) M(anibus) | Iulia Belest(i) f(ilia) coniux | Rufina d(e)f(uncta) an(norum) LV,dis manibvs ivlia belesti filia conivx rvfina defvncta annorvm lv
69,1001475,26a198e1.xml,EDCS-09800242,HD014731,,207717,Aquitania,Bourges,47.082892 2.396579,0,0,0,0,Latin,D(is) M(anibus) | Lic(iniae) Primitivae Lic(inius) | Fortunatus mari|tus veteranus posuit,dis manibvs liciniae primitivae licinivs fortvnatvs maritvs veteranvs posvit
70,1001488,26ff4ba0.xml,EDCS-10400881,,,476205,Aquitania,Bordeaux,44.837368 -0.576144,0,0,0,0,Latin,D(is) M(anibus) | et m(e)m(oriae) filii n(ostri) | Conisovini | XII a(nnorum),dis manibvs et memoriae filii nostri conisovini xii annorvm
71,1001493,270c9550.xml,EDCS-10500510,,,477158,Aquitania,Le Puy-en-Velay,45.042768 3.882936,0,0,0,0,Latin,D(is) M(anibus) | et memo|ri(a)e aetern(a)e | M(arci) Iul(i) Comet|alis dulcis|simo Mari|a marito,dis manibvs et memoriae aeternae marci ivli cometalis dvlcissimo maria marito
72,1001525,277f468f.xml,EDCS-10400943,,,476266,Aquitania,Bordeaux,44.837368 -0.576144,151,1,220,1,Latin,D(is) M(anibus) | Iulia | Betuda|ca Ma|tui filia | an(n)orum | XXXXV,dis manibvs ivlia betvdaca matvi filia annorvm xxxxv
73,1001538,27b4d551.xml,EDCS-10500118,,,476778,Aquitania,Bourges,47.082892 2.396579,0,0,0,0,Latin,(1) D(is) M(anibus) (2) Iunimi,dis manibvs ivnimi
74,1001556,27f9b8fd.xml,EDCS-03500012,,,478327,Aquitania,Lectoure,43.934186 0.619826,0,0,0,0,Latin,D(is) M(anibus) | [,dis manibvs
75,1001566,28259d37.xml,EDCS-24500394,,,476406,Aquitania,Bordeaux,44.837368 -0.576144,1,1,300,1,Latin,]bi fil(ii(?)) D[---] | D(is) M(anibus),bi filii d dis manibvs
76,1001581,286c3eee.xml,EDCS-10500120,,,476780,Aquitania,Bourges,47.082892 2.396579,0,0,0,0,Latin,D(is) M(anibus) | Legitimo Me<l=I>issi f(ilius),dis manibvs legitimo melissi filivs
77,1001582,286df7e7.xml,HD019779,HD019779,,207776,Aquitania,Limoges,45.833619 1.261105,0,0,0,0,Latin,D(is) M(anibus) | Ioblicus sic et | Aelius monim|entum illis et | suis vivis vivi | posuerunt,dis manibvs ioblicvs et aelivs monimentvm illis et svis vivis vivi posvervnt
78,1001585,288a3da5.xml,EDCS-10400788,,,476113,Aquitania,Bordeaux,44.837368 -0.576144,151,1,220,1,Latin,D(is) M(anibus) | Iuni Reguli | defuncti | annorum | XXVI nati|one Germa|nus Iulia | Thais con|iux k(arissima) posuit,dis manibvs ivni regvli defvncti annorvm xxvi natione germanvs ivlia thais conivx karissima posvit
79,1001586,288ab3b8.xml,HD000384,HD000384,,207611,Aquitania,Sauzelles,46.66407 1.00372,171,1,230,1,Latin,(1) D(is) Manib(us) | Monim(a)e Cesti f(iliae) | et Servill(a)e uxsori sic | su(a)e et fili(a)e et alter(a)e | filli(a)e sic qu(a)e vocatur [---] (2) [---]NA | IMPR[---] | [---],dis manibvs monimae cesti filiae et servillae vxsori svae et filiae et alterae filliae qvae vocatvr na impr
80,1001596,28a33979.xml,EDCS-10401019,,,476341,Aquitania,Bordeaux,44.837368 -0.576144,71,1,220,1,Latin,D(is) M(anibus) | Sen|iu<l=I>us((?)) Cum|pirti((?)) filius de|fu(n)ctus an|norum pate|r posuit XVII sic,dis manibvs senivlvs cvmpirti filivs defvnctvs annorvm pater posvit xvii
81,1001601,28b31dc9.xml,EDCS-10400876,,,476200,Aquitania,Bordeaux,44.837368 -0.576144,201,1,300,1,Latin,D(is) M(anibus) | et m(emoriae) Cla(u)d(iae) Crispinae | d(e)f(unctae) an(norum) XXVII pater | eius p(onendum) c(uravit),dis manibvs et memoriae clavdiae crispinae defvnctae annorvm xxvii pater eivs ponendvm cvravit
82,1001618,28f1c370.xml,EDCS-10400898,,,476222,Aquitania,Bordeaux,44.837368 -0.576144,201,1,300,1,Latin,(1) D(is) M(anibus) (2) et m(emo)r(iae) | Ennia Teo|dothe d(e)f(uncta) | an(norum) XXXXI | c(u)r(avit) P(ublius) Iul(ius) Nu|ndinus,dis manibvs et memoriae ennia teodothe defvncta annorvm xxxxi cvravit pvblivs ivlivs nvndinvs
83,1001632,29238974.xml,EDCS-10401042,,,476364,Aquitania,Bordeaux,44.837368 -0.576144,201,1,300,1,Latin,D(is) M(anibus) | et | memoriae Valeriae[---] | M(arcus) Valerius [---] | matri posuit((?)),dis manibvs et memoriae valeriae marcvs valerivs matri posvit
84,1001649,295fdb9.xml,EDCS-09400521,HD010657,,207644,Aquitania,Bourges,47.082892 2.396579,0,0,0,0,Latin,(1) D(is) M(anibus) (2) Matrini,dis manibvs matrini
85,1001659,2998f958.xml,EDCS-10400295,,,475626,Aquitania,Cazères,43.205201 1.086645,0,0,0,0,Latin,D(is) M(anibus) | Cloepius Semper|rus Cloepiae | Lentinae uxori | carissimae fecit,dis manibvs cloepivs semperrvs cloepiae lentinae vxori carissimae fecit
86,1001673,29b51147.xml,HD028275,HD028275,,207857,Aquitania,Miradoux,43.998433 0.755868,0,0,0,0,Latin,D(is) M(anibus) | et memori(a)e | Iuli(a)e Secun|dill(a)e Sar|mesibia | nepotilla | fil(iae) eius | faciendum | curavit et | sub ascia de|dicavit,dis manibvs et memoriae ivliae secvndillae sarmesibia nepotilla filiae eivs faciendvm cvravit et svb ascia dedicavit
87,1001722,2a905be3.xml,EDCS-10401056,,,476378,Aquitania,Bordeaux,44.837368 -0.576144,1,1,300,1,Latin,D(is) M(anibus) | Ursae | def(unctae) an(norum) | XXXIII c(oniux) | po<s=N>(uit),dis manibvs vrsae defvnctae annorvm xxxiii conivx posvit
88,1001731,2ab308c4.xml,EDCS-16400005,HD028794,,207862,Aquitania,Sainte-Hélène,44.96667 -0.88333,0,0,0,0,Latin,D(is) M(anibus) et memor(iae) M(arci) | Polychroni | def(uncti) n(orum) XXXX | Thorybius p(ater(?)),dis manibvs et memoriae marci polychroni defvncti norvm xxxx thorybivs pater
89,1001746,2af35f04.xml,EDCS-09400529,HD010681,,207652,Aquitania,Bourges,47.082892 2.396579,0,0,0,0,Latin,D(is) M(anibus) | Sumen,dis manibvs svmen
90,1001807,2be6c644.xml,EDCS-10400955,,,476278,Aquitania,Bordeaux,44.837368 -0.576144,71,1,220,1,Latin,D(is) M(anibus) | Iuvenis Iuli|ano fratr(i) | d(e)f(uncto) n(orum) XXXV | ponend(um) cur(avit),dis manibvs ivvenis ivliano fratri defvncto norvm xxxv ponendvm cvravit
91,1001808,2be70e8c.xml,EDCS-24500385,,,476397,Aquitania,Bordeaux,44.837368 -0.576144,156,1,165,1,Latin,D(is) M(anibus) | [,dis manibvs
92,1001814,2bfb1909.xml,HD010654,HD010654,,207643,Aquitania,Bourges,47.082892 2.396579,0,0,0,0,Latin,D(is) M(anibus) Lupianus copo Lupia | su(a) an(norum) XXX Masum(- - -) an(norum) M((?)),dis manibvs lvpianvs copo lvpia sva annorvm xxx masvm annorvm m
93,1001815,2bfeb1a.xml,EDCS-10500098,,,476759,Aquitania,Bourges,47.082892 2.396579,0,0,0,0,Latin,D(is) M(anibus) et | m(emoriae) Cia[---]ia[---]si an(norum) XXII,dis manibvs et memoriae ciaiasi annorvm xxii
94,1001854,2c93f944.xml,EDCS-10400810,,,476135,Aquitania,Bordeaux,44.837368 -0.576144,1,1,300,1,Latin,D(is) M(anibus) | M(arci(?)) S() NV((?)) | medici | de(functi) an(norum) LI | hic sepultus | est,dis manibvs marci s nv medici defvncti annorvm li hic sepvltvs est
95,1001856,2c979a1f.xml,EDCS-10400996,,,476318,Aquitania,Bordeaux,44.837368 -0.576144,1,1,300,1,Latin,D(is) M(anibus) et m(emo)r(i)ae Sa[,dis manibvs et memoriae sa
96,1001897,2d538295.xml,EDCS-10400808,,,476133,Aquitania,Bordeaux,44.837368 -0.576144,201,1,300,1,Latin,D(is) M(anibus) | et memoriae | [---]nfusae c(oniugi) p(ientissimae) | def(unctae) n(orum) XXXV,dis manibvs et memoriae nfvsae conivgi pientissimae defvnctae norvm xxxv
97,1001907,2d7dfc81.xml,EDCS-10400791,,,476116,Aquitania,Bordeaux,44.837368 -0.576144,71,1,220,1,Latin,D(is) M(anibus) | L(ucio) Hostilio Satur|nino Hispan(o) Cur|noniensi L(ucius) Hostilius | Liberalis lib(ertus) et her(es) ex tes(tamento) | f(aciendum) cur(avit),dis manibvs lvcio hostilio satvrnino hispano cvrnoniensi lvcivs hostilivs liberalis libertvs et heres ex testamento faciendvm cvravit
98,1001940,2e277583.xml,EDCS-10400928,,,476251,Aquitania,Bordeaux,44.837368 -0.576144,151,1,220,1,Latin,D(is) M(anibus) | Iul(io) Polyc(h)r|honio Mat|ronae fil(io) d|ef(uncto) n(orum) VIIII | Candidus | lib(ertus) | p(onendum) c(uravit),dis manibvs ivlio polychrhonio matronae filio defvncto norvm viiii candidvs libertvs ponendvm cvravit
99,1001952,2e4f0b33.xml,EDCS-50100560,,,466336,Aquitania,Saintes,45.744175 -0.633389,0,0,0,0,Latin,D(is) M(anibus),dis manibvs
100,1001960,2e681c2f.xml,EDCS-10401085,,,476436,Aquitania,Agen,44.203142 0.616363,0,0,0,0,Latin,Dis Manibus | Ivenes a fano | Iovis | sibi et suis,dis manibvs ivenes a fano iovis sibi et svis
